PERMNO,date,TICKER,RET
11308,20010626,KO,0.008259
11308,20010627,KO,0.005233
11308,20010628,KO,0.026483
11308,20010629,KO,-0.007718
11308,20010702,KO,0.013333
11308,20010703,KO,0.007456
11308,20010705,KO,-0.015237
11308,20010706,KO,-0.014147
11308,20010709,KO,0.013901
11308,20010710,KO,-0.012163
11308,20010711,KO,0.018805
11308,20010712,KO,-0.000439
11308,20010713,KO,0.011431
11308,20010716,KO,0.021082
11308,20010717,KO,0.003193
11308,20010718,KO,-0.019308
11308,20010719,KO,0.010385
11308,20010720,KO,-0.012634
11308,20010723,KO,-0.035350
11308,20010724,KO,-0.006295
11308,20010725,KO,0.017647
11308,20010726,KO,0.000445
11308,20010727,KO,-0.004667
11308,20010730,KO,-0.011833
11308,20010731,KO,0.007682
11308,20010801,KO,-0.011659
11308,20010802,KO,-0.003857
11308,20010803,KO,0.017991
11308,20010806,KO,-0.002013
11308,20010807,KO,0.006052
11308,20010808,KO,0.013815
11308,20010809,KO,0.002418
11308,20010810,KO,0.001315
11308,20010813,KO,0.002847
11308,20010814,KO,0.005240
11308,20010815,KO,0.033449
11308,20010816,KO,0.002732
11308,20010817,KO,-0.003563
11308,20010820,KO,0.021035
11308,20010821,KO,-0.004738
11308,20010822,KO,-0.001242
11308,20010823,KO,0.024870
11308,20010824,KO,-0.004853
11308,20010827,KO,-0.014225
11308,20010828,KO,-0.013193
11308,20010829,KO,-0.003551
11308,20010830,KO,0.022851
11308,20010831,KO,-0.002460
11308,20010904,KO,0.017054
11308,20010905,KO,0.019192
11308,20010906,KO,-0.018632
11308,20010907,KO,0.004444
11308,20010910,KO,0.004424
11308,20010917,KO,0.008609
11308,20010918,KO,-0.014542
11308,20010919,KO,0.000606
11308,20010920,KO,-0.023232
11308,20010921,KO,-0.032058
11308,20010924,KO,0.026282
11308,20010925,KO,-0.000625
11308,20010926,KO,-0.023125
11308,20010927,KO,0.001280
11308,20010928,KO,-0.002130
11308,20011001,KO,-0.016222
11308,20011002,KO,0.001736
11308,20011003,KO,-0.008014
11308,20011004,KO,-0.013974
11308,20011005,KO,0.007529
11308,20011008,KO,0.014286
11308,20011009,KO,0.000650
11308,20011010,KO,-0.000650
11308,20011011,KO,-0.002167
11308,20011012,KO,-0.027144
11308,20011015,KO,-0.006696
11308,20011016,KO,0.000899
11308,20011017,KO,-0.005837
11308,20011018,KO,0.041554
11308,20011019,KO,0.053556
11308,20011022,KO,0.008026
11308,20011023,KO,-0.002246
11308,20011024,KO,-0.002046
11308,20011025,KO,0.013738
11308,20011026,KO,-0.006068
11308,20011029,KO,-0.010785
11308,20011030,KO,-0.009257
11308,20011031,KO,-0.005814
11308,20011101,KO,0.014829
11308,20011102,KO,0.005968
11308,20011105,KO,0.008592
11308,20011106,KO,0.011156
11308,20011107,KO,-0.009027
11308,20011108,KO,-0.006680
11308,20011109,KO,0.003057
11308,20011112,KO,0.002032
11308,20011113,KO,0.006691
11308,20011114,KO,0.007049
11308,20011115,KO,0.000000
11308,20011116,KO,-0.001400
11308,20011119,KO,-0.009213
11308,20011120,KO,-0.009501
11308,20011121,KO,-0.004898
11308,20011123,KO,0.007998
11308,20011126,KO,-0.017091
11308,20011127,KO,-0.006624
11308,20011128,KO,-0.022088
11308,20011129,KO,0.007059
11308,20011130,KO,-0.002549
11308,20011203,KO,-0.009157
11308,20011204,KO,0.000430
11308,20011205,KO,0.012245
11308,20011206,KO,-0.014643
11308,20011207,KO,0.003661
11308,20011210,KO,-0.020815
11308,20011211,KO,0.000438
11308,20011212,KO,0.007229
11308,20011213,KO,0.005437
11308,20011214,KO,0.000433
11308,20011217,KO,-0.002162
11308,20011218,KO,0.007584
11308,20011219,KO,0.021290
11308,20011220,KO,0.005685
11308,20011221,KO,0.021357
11308,20011224,KO,-0.008405
11308,20011226,KO,0.003101
11308,20011227,KO,-0.011954
11308,20011228,KO,-0.016062
11308,20011231,KO,-0.000424
11308,20020102,KO,0.006787
11308,20020103,KO,-0.013061
11308,20020104,KO,-0.008965
11308,20020107,KO,-0.026061
11308,20020108,KO,-0.012605
11308,20020109,KO,-0.002016
11308,20020110,KO,0.004937
11308,20020111,KO,0.011612
11308,20020114,KO,-0.017660
11308,20020115,KO,-0.003371
11308,20020116,KO,-0.004510
11308,20020117,KO,0.020385
11308,20020118,KO,0.008657
11308,20020122,KO,0.010123
11308,20020123,KO,-0.024401
11308,20020124,KO,-0.012506
11308,20020125,KO,0.021031
11308,20020128,KO,0.001329
11308,20020129,KO,-0.026764
11308,20020130,KO,-0.003409
11308,20020131,KO,-0.002280
11308,20020201,KO,0.021257
11308,20020204,KO,0.000000
11308,20020205,KO,0.023948
11308,20020206,KO,0.016393
11308,20020207,KO,-0.013333
11308,20020208,KO,-0.000654
11308,20020211,KO,0.006325
11308,20020212,KO,-0.000650
11308,20020213,KO,0.005856
11308,20020214,KO,0.013152
11308,20020215,KO,-0.000851
11308,20020219,KO,-0.014058
11308,20020220,KO,0.012746
11308,20020221,KO,-0.018771
11308,20020222,KO,0.028261
11308,20020225,KO,0.001480
11308,20020226,KO,-0.008022
11308,20020227,KO,0.010428
11308,20020228,KO,-0.001896
11308,20020301,KO,0.021524
11308,20020304,KO,-0.013220
11308,20020305,KO,-0.003559
11308,20020306,KO,-0.001260
11308,20020307,KO,-0.012411
11308,20020308,KO,0.019169
11308,20020311,KO,-0.005643
11308,20020312,KO,0.010719
11308,20020313,KO,0.001248
11308,20020314,KO,-0.001251
11308,20020315,KO,0.015661
11308,20020318,KO,0.000617
11308,20020319,KO,0.010890
11308,20020320,KO,0.004268
11308,20020321,KO,0.020036
11308,20020322,KO,0.016865
11308,20020325,KO,0.009756
11308,20020326,KO,0.016425
11308,20020327,KO,-0.005893
11308,20020328,KO,-0.000574
11308,20020401,KO,0.000765
11308,20020402,KO,-0.000382
11308,20020403,KO,-0.010329
11308,20020404,KO,0.005412
11308,20020405,KO,0.003076
11308,20020408,KO,0.015715
11308,20020409,KO,0.006604
11308,20020410,KO,0.016307
11308,20020411,KO,-0.019919
11308,20020412,KO,0.004140
11308,20020415,KO,-0.018178
11308,20020416,KO,0.028441
11308,20020417,KO,0.000742
11308,20020418,KO,-0.003895
11308,20020419,KO,0.022342
11308,20020422,KO,0.007103
11308,20020423,KO,-0.014105
11308,20020424,KO,0.008437
11308,20020425,KO,0.000000
11308,20020426,KO,-0.009640
11308,20020429,KO,0.003489
11308,20020430,KO,0.015922
11308,20020501,KO,0.038011
11308,20020502,KO,0.000347
11308,20020503,KO,-0.013532
11308,20020506,KO,-0.004749
11308,20020507,KO,0.001060
11308,20020508,KO,-0.002648
11308,20020509,KO,0.000000
11308,20020510,KO,-0.002478
11308,20020513,KO,0.009404
11308,20020514,KO,-0.004219
11308,20020515,KO,0.000706
11308,20020516,KO,0.006350
11308,20020517,KO,-0.000876
11308,20020520,KO,-0.014035
11308,20020521,KO,-0.013167
11308,20020522,KO,0.013343
11308,20020523,KO,0.008719
11308,20020524,KO,-0.008643
11308,20020528,KO,-0.027758
11308,20020529,KO,-0.008968
11308,20020530,KO,0.004432
11308,20020531,KO,0.021511
11308,20020603,KO,-0.027538
11308,20020604,KO,-0.000555
11308,20020605,KO,0.025926
11308,20020606,KO,-0.022563
11308,20020607,KO,-0.001847
11308,20020610,KO,-0.005920
11308,20020611,KO,0.005025
11308,20020612,KO,0.012593
11308,20020613,KO,0.000367
11308,20020614,KO,0.006422
11308,20020617,KO,0.007293
11308,20020618,KO,0.000905
11308,20020619,KO,-0.003978
11308,20020620,KO,0.011619
11308,20020621,KO,0.005025
11308,20020624,KO,0.016964
11308,20020625,KO,-0.026339
11308,20020626,KO,0.001623
11308,20020627,KO,0.009903
11308,20020628,KO,-0.001605
11308,20020701,KO,0.006250
11308,20020702,KO,0.005856
11308,20020703,KO,-0.001235
11308,20020705,KO,-0.002473
11308,20020708,KO,0.014344
11308,20020709,KO,-0.014665
11308,20020710,KO,-0.030829
11308,20020711,KO,-0.029068
11308,20020712,KO,-0.038787
11308,20020715,KO,0.018609
11308,20020716,KO,-0.031346
11308,20020717,KO,-0.007346
11308,20020718,KO,-0.041400
11308,20020719,KO,-0.059253
11308,20020722,KO,0.017742
11308,20020723,KO,-0.028546
11308,20020724,KO,0.050920
11308,20020725,KO,0.015155
11308,20020726,KO,-0.002313
11308,20020729,KO,0.041728
11308,20020730,KO,-0.025895
11308,20020731,KO,0.037175
11308,20020801,KO,-0.000200
11308,20020802,KO,0.003405
11308,20020805,KO,-0.034730
11308,20020806,KO,-0.010132
11308,20020807,KO,0.023814
11308,20020808,KO,0.036931
11308,20020809,KO,0.005510
11308,20020812,KO,-0.005675
11308,20020813,KO,-0.010825
11308,20020814,KO,0.033625
11308,20020815,KO,-0.010395
11308,20020816,KO,0.015172
11308,20020819,KO,-0.009389
11308,20020820,KO,-0.001354
11308,20020821,KO,0.021499
11308,20020822,KO,-0.006447
11308,20020823,KO,0.005725
11308,20020826,KO,0.005882
11308,20020827,KO,-0.009243
11308,20020828,KO,-0.023610
11308,20020829,KO,-0.017161
11308,20020830,KO,0.011905
11308,20020903,KO,-0.021177
11308,20020904,KO,0.011619
11308,20020905,KO,-0.022772
11308,20020906,KO,0.010942
11308,20020909,KO,0.009220
11308,20020910,KO,0.012314
11308,20020911,KO,0.006474
11308,20020912,KO,-0.030333
11308,20020913,KO,0.002018
11308,20020916,KO,0.020745
11308,20020917,KO,-0.034136
11308,20020918,KO,0.007150
11308,20020919,KO,-0.033063
11308,20020920,KO,-0.003147
11308,20020923,KO,-0.010943
11308,20020924,KO,0.004255
11308,20020925,KO,0.027331
11308,20020926,KO,-0.001237
11308,20020927,KO,0.001239
11308,20020930,KO,-0.010930
11308,20021001,KO,0.043787
11308,20021002,KO,-0.003196
11308,20021003,KO,0.014429
11308,20021004,KO,0.005531
11308,20021007,KO,-0.015128
11308,20021008,KO,0.039697
11308,20021009,KO,-0.009401
11308,20021010,KO,-0.003293
11308,20021011,KO,-0.000194
11308,20021014,KO,0.021380
11308,20021015,KO,-0.001332
11308,20021016,KO,-0.100610
11308,20021017,KO,-0.027542
11308,20021018,KO,0.010675
11308,20021021,KO,0.034706
11308,20021022,KO,-0.002500
11308,20021023,KO,0.001253
11308,20021024,KO,-0.021902
11308,20021025,KO,0.001706
11308,20021028,KO,-0.022142
11308,20021029,KO,0.009798
11308,20021030,KO,0.010134
11308,20021031,KO,-0.007898
11308,20021101,KO,0.007530
11308,20021104,KO,-0.024130
11308,20021105,KO,0.014442
11308,20021106,KO,-0.020707
11308,20021107,KO,-0.012775
11308,20021108,KO,-0.006693
11308,20021111,KO,0.000898
11308,20021112,KO,-0.005610
11308,20021113,KO,0.020763
11308,20021114,KO,-0.001990
11308,20021115,KO,0.018387
11308,20021118,KO,-0.001088
11308,20021119,KO,0.010235
11308,20021120,KO,-0.006682
11308,20021121,KO,-0.006945
11308,20021122,KO,-0.007649
11308,20021125,KO,-0.006606
11308,20021126,KO,-0.002439
11308,20021127,KO,0.031920
11308,20021129,KO,-0.012762
11308,20021202,KO,-0.009641
11308,20021203,KO,-0.006637
11308,20021204,KO,0.016481
11308,20021205,KO,-0.013365
11308,20021206,KO,0.008217
11308,20021209,KO,-0.006608
11308,20021210,KO,0.031042
11308,20021211,KO,0.005376
11308,20021212,KO,-0.018824
11308,20021213,KO,-0.000436
11308,20021216,KO,-0.002617
11308,20021217,KO,-0.017713
11308,20021218,KO,-0.008459
11308,20021219,KO,-0.009430
11308,20021220,KO,-0.000907
11308,20021223,KO,0.007033
11308,20021224,KO,-0.003604
11308,20021226,KO,-0.001809
11308,20021227,KO,-0.015402
11308,20021230,KO,0.000920
11308,20021231,KO,0.007585
11308,20030102,KO,0.023038
11308,20030103,KO,-0.002453
11308,20030106,KO,0.004023
11308,20030107,KO,-0.012467
11308,20030108,KO,-0.006537
11308,20030109,KO,0.010438
11308,20030110,KO,0.015046
11308,20030113,KO,0.012389
11308,20030114,KO,-0.000656
11308,20030115,KO,-0.018150
11308,20030116,KO,0.017149
11308,20030117,KO,-0.012481
11308,20030121,KO,-0.008426
11308,20030122,KO,-0.003801
11308,20030123,KO,-0.014590
11308,20030124,KO,-0.024374
11308,20030127,KO,-0.024282
11308,20030128,KO,-0.016511
11308,20030129,KO,-0.013382
11308,20030130,KO,-0.033292
11308,20030131,KO,0.032143
11308,20030203,KO,-0.007662
11308,20030204,KO,0.004483
11308,20030205,KO,-0.006943
11308,20030206,KO,-0.003496
11308,20030207,KO,-0.009521
11308,20030210,KO,0.013408
11308,20030211,KO,-0.026460
11308,20030212,KO,0.018974
11308,20030213,KO,0.006039
11308,20030214,KO,0.020510
11308,20030218,KO,0.007353
11308,20030219,KO,-0.010462
11308,20030220,KO,-0.015245
11308,20030221,KO,0.014732
11308,20030224,KO,-0.020177
11308,20030225,KO,0.014063
11308,20030226,KO,-0.016345
11308,20030227,KO,0.013595
11308,20030228,KO,-0.000993
11308,20030303,KO,-0.025112
11308,20030304,KO,-0.021423
11308,20030305,KO,-0.021371
11308,20030306,KO,0.000000
11308,20030307,KO,0.003995
11308,20030310,KO,-0.016711
11308,20030311,KO,0.015916
11308,20030312,KO,0.016198
11308,20030313,KO,0.036794
11308,20030314,KO,0.011407
11308,20030317,KO,0.027318
11308,20030318,KO,-0.000488
11308,20030319,KO,0.020503
11308,20030320,KO,-0.006697
11308,20030321,KO,0.017337
11308,20030324,KO,-0.031716
11308,20030325,KO,0.002200
11308,20030326,KO,-0.006585
11308,20030327,KO,0.003192
11308,20030328,KO,-0.003182
11308,20030331,KO,-0.006138
11308,20030401,KO,-0.002223
11308,20030402,KO,0.026244
11308,20030403,KO,-0.006031
11308,20030404,KO,0.016990
11308,20030407,KO,-0.004773
11308,20030408,KO,0.003597
11308,20030409,KO,-0.004301
11308,20030410,KO,-0.005520
11308,20030411,KO,-0.000241
11308,20030414,KO,0.023654
11308,20030415,KO,0.002829
11308,20030416,KO,-0.061839
11308,20030417,KO,0.012531
11308,20030421,KO,-0.007178
11308,20030422,KO,0.007479
11308,20030423,KO,-0.010146
11308,20030424,KO,-0.002250
11308,20030425,KO,-0.012278
11308,20030428,KO,0.023085
11308,20030429,KO,0.012398
11308,20030430,KO,-0.010531
11308,20030501,KO,0.000990
11308,20030502,KO,0.013848
11308,20030505,KO,-0.011463
11308,20030506,KO,0.012090
11308,20030507,KO,0.054851
11308,20030508,KO,-0.009013
11308,20030509,KO,0.025886
11308,20030512,KO,0.007047
11308,20030513,KO,-0.001129
11308,20030514,KO,0.000000
11308,20030515,KO,0.008814
11308,20030516,KO,-0.015457
11308,20030519,KO,0.003640
11308,20030520,KO,0.009295
11308,20030521,KO,-0.008536
11308,20030522,KO,0.008836
11308,20030523,KO,-0.007635
11308,20030527,KO,0.010636
11308,20030528,KO,-0.011196
11308,20030529,KO,0.010417
11308,20030530,KO,0.021291
11308,20030602,KO,0.005047
11308,20030603,KO,0.006769
11308,20030604,KO,0.010410
11308,20030605,KO,0.004078
11308,20030606,KO,0.002351
11308,20030609,KO,-0.000427
11308,20030610,KO,-0.005761
11308,20030611,KO,0.009013
11308,20030612,KO,0.013889
11308,20030613,KO,-0.002108
11308,20030616,KO,0.017951
11308,20030617,KO,-0.020747
11308,20030618,KO,-0.004237
11308,20030619,KO,-0.018723
11308,20030620,KO,0.007589
11308,20030623,KO,0.006025
11308,20030624,KO,0.008984
11308,20030625,KO,-0.011236
11308,20030626,KO,0.005146
11308,20030627,KO,-0.007893
11308,20030630,KO,-0.002150
11308,20030701,KO,0.001724
11308,20030702,KO,-0.002366
11308,20030703,KO,-0.003234
11308,20030707,KO,-0.027688
11308,20030708,KO,-0.016240
11308,20030709,KO,-0.007689
11308,20030710,KO,0.002963
11308,20030711,KO,-0.002272
11308,20030714,KO,0.008426
11308,20030715,KO,-0.006549
11308,20030716,KO,-0.024551
11308,20030717,KO,0.043113
11308,20030718,KO,0.003128
11308,20030721,KO,0.002227
11308,20030722,KO,0.002000
11308,20030723,KO,0.001774
11308,20030724,KO,-0.014390
11308,20030725,KO,0.011680
11308,20030728,KO,-0.009103
11308,20030729,KO,0.005153
11308,20030730,KO,0.011592
11308,20030731,KO,-0.009035
11308,20030801,KO,-0.004892
11308,20030804,KO,0.003128
11308,20030805,KO,-0.011807
11308,20030806,KO,-0.005861
11308,20030807,KO,0.015420
11308,20030808,KO,0.001563
11308,20030811,KO,-0.005128
11308,20030812,KO,0.000672
11308,20030813,KO,-0.003136
11308,20030814,KO,0.012357
11308,20030815,KO,-0.001110
11308,20030818,KO,-0.003333
11308,20030819,KO,-0.012483
11308,20030820,KO,-0.009255
11308,20030821,KO,-0.006380
11308,20030822,KO,-0.007567
11308,20030825,KO,0.018253
11308,20030826,KO,0.003631
11308,20030827,KO,-0.006104
11308,20030828,KO,-0.002957
11308,20030829,KO,-0.007073
11308,20030902,KO,0.005974
11308,20030903,KO,-0.001599
11308,20030904,KO,0.018074
11308,20030905,KO,-0.007865
11308,20030908,KO,0.002718
11308,20030909,KO,0.001807
11308,20030910,KO,0.013529
11308,20030911,KO,-0.005562
11308,20030912,KO,-0.011016
11308,20030915,KO,-0.011139
11308,20030916,KO,-0.013333
11308,20030917,KO,0.002097
11308,20030918,KO,0.013718
11308,20030919,KO,-0.009633
11308,20030922,KO,0.001390
11308,20030923,KO,0.004163
11308,20030924,KO,-0.009903
11308,20030925,KO,0.001396
11308,20030926,KO,-0.000465
11308,20030929,KO,0.000930
11308,20030930,KO,-0.002554
11308,20031001,KO,0.021648
11308,20031002,KO,0.008202
11308,20031003,KO,-0.004746
11308,20031006,KO,0.008401
11308,20031007,KO,0.005629
11308,20031008,KO,-0.009404
11308,20031009,KO,-0.007007
11308,20031010,KO,-0.002276
11308,20031013,KO,0.007073
11308,20031014,KO,0.009289
11308,20031015,KO,0.012346
11308,20031016,KO,-0.002217
11308,20031017,KO,0.001111
11308,20031020,KO,0.012431
11308,20031021,KO,0.003947
11308,20031022,KO,-0.010264
11308,20031023,KO,0.004413
11308,20031024,KO,-0.002636
11308,20031027,KO,-0.004626
11308,20031028,KO,0.004205
11308,20031029,KO,0.010357
11308,20031030,KO,0.003272
11308,20031031,KO,0.008696
11308,20031103,KO,0.006034
11308,20031104,KO,0.004713
11308,20031105,KO,0.001706
11308,20031106,KO,0.000851
11308,20031107,KO,-0.008294
11308,20031110,KO,-0.000215
11308,20031111,KO,-0.002145
11308,20031112,KO,0.012038
11308,20031113,KO,-0.003186
11308,20031114,KO,-0.005114
11308,20031117,KO,-0.000214
11308,20031118,KO,-0.003856
11308,20031119,KO,0.007742
11308,20031120,KO,-0.008749
11308,20031121,KO,-0.000646
11308,20031124,KO,0.000000
11308,20031125,KO,0.003231
11308,20031126,KO,0.007301
11308,20031128,KO,-0.004069
11308,20031201,KO,0.011183
11308,20031202,KO,-0.000213
11308,20031203,KO,0.008296
11308,20031204,KO,-0.005063
11308,20031205,KO,-0.005725
11308,20031208,KO,0.018341
11308,20031209,KO,0.000209
11308,20031210,KO,0.009003
11308,20031211,KO,0.004150
11308,20031212,KO,0.020252
11308,20031215,KO,0.008507
11308,20031216,KO,0.017875
11308,20031217,KO,-0.010063
11308,20031218,KO,-0.004584
11308,20031219,KO,0.003204
11308,20031222,KO,0.001198
11308,20031223,KO,0.000199
11308,20031224,KO,-0.005382
11308,20031226,KO,0.001202
11308,20031229,KO,0.004003
11308,20031230,KO,0.007177
11308,20031231,KO,0.004553
11308,20040102,KO,-0.007882
11308,20040105,KO,0.001192
11308,20040106,KO,-0.004166
11308,20040107,KO,-0.006374
11308,20040108,KO,0.004812
11308,20040109,KO,-0.010575
11308,20040112,KO,0.008469
11308,20040113,KO,-0.005999
11308,20040114,KO,0.001811
11308,20040115,KO,-0.001406
11308,20040116,KO,0.003016
11308,20040120,KO,0.001002
11308,20040121,KO,-0.003004
11308,20040122,KO,-0.009040
11308,20040123,KO,0.014393
11308,20040126,KO,0.002998
11308,20040127,KO,-0.003985
11308,20040128,KO,-0.012002
11308,20040129,KO,0.004049
11308,20040130,KO,-0.007058
11308,20040202,KO,0.007514
11308,20040203,KO,0.004435
11308,20040204,KO,-0.001605
11308,20040205,KO,0.012663
11308,20040206,KO,0.012108
11308,20040209,KO,0.027652
11308,20040210,KO,-0.004389
11308,20040211,KO,-0.007092
11308,20040212,KO,-0.005019
11308,20040213,KO,-0.007761
11308,20040217,KO,0.000000
11308,20040218,KO,0.001955
11308,20040219,KO,-0.004684
11308,20040220,KO,-0.001176
11308,20040223,KO,-0.011779
11308,20040224,KO,-0.011124
11308,20040225,KO,-0.002611
11308,20040226,KO,0.003625
11308,20040227,KO,0.002609
11308,20040301,KO,-0.006805
11308,20040302,KO,-0.006852
11308,20040303,KO,-0.002841
11308,20040304,KO,-0.006308
11308,20040305,KO,0.026009
11308,20040308,KO,-0.004790
11308,20040309,KO,0.006418
11308,20040310,KO,-0.005580
11308,20040311,KO,-0.029459
11308,20040312,KO,0.005604
11308,20040315,KO,-0.015274
11308,20040316,KO,0.009432
11308,20040317,KO,0.014950
11308,20040318,KO,0.003273
11308,20040319,KO,-0.005302
11308,20040322,KO,-0.010865
11308,20040323,KO,-0.002487
11308,20040324,KO,0.007480
11308,20040325,KO,0.005568
11308,20040326,KO,0.000410
11308,20040329,KO,0.012710
11308,20040330,KO,0.016802
11308,20040331,KO,0.001394
11308,20040401,KO,0.005567
11308,20040402,KO,0.006920
11308,20040405,KO,-0.006872
11308,20040406,KO,0.005733
11308,20040407,KO,0.004128
11308,20040408,KO,0.003132
11308,20040412,KO,-0.007611
11308,20040413,KO,0.000787
11308,20040414,KO,0.005895
11308,20040415,KO,0.000195
11308,20040416,KO,0.014258
11308,20040419,KO,0.020605
11308,20040420,KO,-0.013585
11308,20040421,KO,-0.002869
11308,20040422,KO,-0.012853
11308,20040423,KO,-0.007967
11308,20040426,KO,-0.007052
11308,20040427,KO,0.000395
11308,20040428,KO,-0.009860
11308,20040429,KO,0.004979
11308,20040430,KO,0.002180
11308,20040503,KO,0.000989
11308,20040504,KO,-0.006914
11308,20040505,KO,0.016312
11308,20040506,KO,-0.000391
11308,20040507,KO,-0.006462
11308,20040510,KO,-0.015964
11308,20040511,KO,0.002403
11308,20040512,KO,-0.002597
11308,20040513,KO,-0.006210
11308,20040514,KO,0.007861
11308,20040517,KO,-0.003800
11308,20040518,KO,0.005822
11308,20040519,KO,-0.014770
11308,20040520,KO,0.005470
11308,20040521,KO,-0.005037
11308,20040524,KO,0.009113
11308,20040525,KO,0.011238
11308,20040526,KO,-0.003374
11308,20040527,KO,0.021904
11308,20040528,KO,0.000585
11308,20040601,KO,-0.005453
11308,20040602,KO,0.017035
11308,20040603,KO,-0.003273
11308,20040604,KO,0.009658
11308,20040607,KO,0.008418
11308,20040608,KO,-0.001897
11308,20040609,KO,-0.016157
11308,20040610,KO,-0.002512
11308,20040614,KO,0.000000
11308,20040615,KO,-0.002919
11308,20040616,KO,-0.000781
11308,20040617,KO,-0.001953
11308,20040618,KO,0.005872
11308,20040621,KO,-0.004281
11308,20040622,KO,-0.002931
11308,20040623,KO,0.005488
11308,20040624,KO,-0.005068
11308,20040625,KO,-0.018417
11308,20040628,KO,0.005788
11308,20040629,KO,0.002977
11308,20040630,KO,-0.001187
11308,20040701,KO,-0.002377
11308,20040702,KO,0.003376
11308,20040706,KO,0.002573
11308,20040707,KO,-0.004737
11308,20040708,KO,0.002777
11308,20040709,KO,0.009098
11308,20040712,KO,-0.003724
11308,20040713,KO,-0.003345
11308,20040714,KO,0.009870
11308,20040715,KO,-0.006255
11308,20040716,KO,-0.005114
11308,20040719,KO,-0.004745
11308,20040720,KO,-0.005165
11308,20040721,KO,-0.017572
11308,20040722,KO,-0.004675
11308,20040723,KO,-0.077599
11308,20040726,KO,-0.019261
11308,20040727,KO,-0.012415
11308,20040728,KO,-0.001600
11308,20040729,KO,-0.014194
11308,20040730,KO,0.018579
11308,20040802,KO,0.007980
11308,20040803,KO,-0.002262
11308,20040804,KO,0.002040
